SUMLEV,STATE,COUNTY,STNAME,CTYNAME,TOT_POP,WP,nwpp
50,1,1,Alabama,Autauga County,54864,42650,0.222623214
50,1,3,Alabama,Baldwin County,202939,177081,0.127417598
50,1,5,Alabama,Barbour County,26283,13088,0.502035536
50,1,7,Alabama,Bibb County,22566,17251,0.23553133
50,1,9,Alabama,Blount County,57526,55268,0.039251817
50,1,11,Alabama,Bullock County,10400,2737,0.736826923
50,1,13,Alabama,Butler County,20162,10703,0.469149886
50,1,15,Alabama,Calhoun County,115469,87353,0.243493925
50,1,17,Alabama,Chambers County,33996,19572,0.42428521
50,1,19,Alabama,Cherokee County,25732,23953,0.069135707
50,1,21,Alabama,Chilton County,43700,38104,0.12805492
50,1,23,Alabama,Choctaw County,13231,7573,0.427632076
50,1,25,Alabama,Clarke County,24698,13361,0.459025022
50,1,27,Alabama,Clay County,13415,11123,0.170853522
50,1,29,Alabama,Cleburne County,14914,14152,0.051092933
50,1,31,Alabama,Coffee County,50963,38886,0.236975845
50,1,33,Alabama,Colbert County,54417,43948,0.192384733
50,1,35,Alabama,Conecuh County,12678,6499,0.487379713
50,1,37,Alabama,Coosa County,10934,7272,0.334918603
50,1,39,Alabama,Covington County,37556,31776,0.153903504
50,1,41,Alabama,Crenshaw County,13850,10071,0.272851986
50,1,43,Alabama,Cullman County,81761,78718,0.037218234
50,1,45,Alabama,Dale County,49365,36930,0.251899119
50,1,47,Alabama,Dallas County,40936,11593,0.716801837
50,1,49,Alabama,DeKalb County,71087,66065,0.070645828
50,1,51,Alabama,Elmore County,80872,61524,0.239242259
50,1,53,Alabama,Escambia County,37661,23376,0.379304851
50,1,55,Alabama,Etowah County,102998,83642,0.187925979
50,1,57,Alabama,Fayette County,16696,14397,0.137697652
50,1,59,Alabama,Franklin County,31515,28906,0.082785975
50,1,61,Alabama,Geneva County,26631,23260,0.126581803
50,1,63,Alabama,Greene County,8508,1478,0.826281147
50,1,65,Alabama,Hale County,15015,6120,0.592407592
50,1,67,Alabama,Henry County,17101,12108,0.29197123
50,1,69,Alabama,Houston County,104260,72979,0.300028774
50,1,71,Alabama,Jackson County,52195,47857,0.083111409
50,1,73,Alabama,Jefferson County,660455,354338,0.463494106
50,1,75,Alabama,Lamar County,13927,12167,0.126373232
50,1,77,Alabama,Lauderdale County,92459,80525,0.129073427
50,1,79,Alabama,Lawrence County,33135,26022,0.21466727
50,1,81,Alabama,Lee County,156954,111068,0.292353174
50,1,83,Alabama,Limestone County,91565,75173,0.179020368
50,1,85,Alabama,Lowndes County,10350,2560,0.752657005
50,1,87,Alabama,Macon County,19296,3100,0.839344942
50,1,89,Alabama,Madison County,352977,244540,0.307206985
50,1,91,Alabama,Marengo County,19766,9269,0.531063442
50,1,93,Alabama,Marion County,30119,28360,0.058401673
50,1,95,Alabama,Marshall County,94585,88442,0.064946873
50,1,97,Alabama,Mobile County,414462,248117,0.401351632
50,1,99,Alabama,Monroe County,21717,12043,0.445457476
50,1,101,Alabama,Montgomery County,227279,85974,0.62172484
50,1,103,Alabama,Morgan County,119257,99593,0.164887596
50,1,105,Alabama,Perry County,9640,2917,0.697406639
50,1,107,Alabama,Pickens County,20776,12012,0.421832884
50,1,109,Alabama,Pike County,33496,19360,0.42202054
50,1,111,Alabama,Randolph County,22594,17629,0.219748606
50,1,113,Alabama,Russell County,58844,30449,0.482547074
50,1,115,Alabama,St. Clair County,86546,76403,0.117197791
50,1,117,Alabama,Shelby County,208959,175527,0.159993109
50,1,119,Alabama,Sumter County,13206,3371,0.744737241
50,1,121,Alabama,Talladega County,81128,52646,0.351074845
50,1,123,Alabama,Tallapoosa County,40605,28647,0.294495752
50,1,125,Alabama,Tuscaloosa County,204767,134226,0.344493986
50,1,127,Alabama,Walker County,64931,59309,0.08658422
50,1,129,Alabama,Washington County,16832,11102,0.340423004
50,1,131,Alabama,Wilcox County,10896,2988,0.725770925
50,1,133,Alabama,Winston County,23930,23092,0.035018805
50,2,13,Alaska,Aleutians East Borough,3373,786,0.766973021
50,2,16,Alaska,Aleutians West Census Area,5781,2055,0.644525169
50,2,20,Alaska,Anchorage Municipality,297547,195667,0.342399688
50,2,50,Alaska,Bethel Census Area,17955,1941,0.891896408
50,2,60,Alaska,Bristol Bay Borough,904,433,0.521017699
50,2,68,Alaska,Denali Borough,1933,1652,0.145369891
50,2,70,Alaska,Dillingham Census Area,4988,863,0.826984763
50,2,90,Alaska,Fairbanks North Star Borough,99636,76883,0.228361235
50,2,100,Alaska,Haines Borough,2516,2025,0.195151033
50,2,105,Alaska,Hoonah-Angoon Census Area,2132,1029,0.517354597
50,2,110,Alaska,Juneau City and Borough,32615,22727,0.303173386
50,2,122,Alaska,Kenai Peninsula Borough,58034,48821,0.158751766
50,2,130,Alaska,Ketchikan Gateway Borough,13702,9286,0.322288717
50,2,150,Alaska,Kodiak Island Borough,13767,7804,0.433137212
50,2,158,Alaska,Kusilvak Census Area,8194,333,0.959360508
50,2,164,Alaska,Lake and Peninsula Borough,1595,383,0.759874608
50,2,170,Alaska,Matanuska-Susitna Borough,101062,84686,0.162039144
50,2,180,Alaska,Nome Census Area,9893,1529,0.845446275
50,2,185,Alaska,North Slope Borough,9788,3216,0.671434409
50,2,188,Alaska,Northwest Arctic Borough,7772,927,0.880725682
50,2,195,Alaska,Petersburg Borough,3253,2504,0.230249001
50,2,198,Alaska,Prince of Wales-Hyder Census Area,6508,3067,0.528733866
50,2,220,Alaska,Sitka City and Borough,8778,5829,0.33595352
50,2,230,Alaska,Skagway Municipality,1088,958,0.119485294
50,2,240,Alaska,Southeast Fairbanks Census Area,6812,5374,0.211098062
50,2,261,Alaska,Valdez-Cordova Census Area,9319,6861,0.263762206
50,2,275,Alaska,Wrangell City and Borough,2453,1724,0.297187118
50,2,282,Alaska,Yakutat City and Borough,635,256,0.596850394
50,2,290,Alaska,Yukon-Koyukuk Census Area,5465,1226,0.775663312
50,4,1,Arizona,Apache County,71012,15961,0.775235172
50,4,3,Arizona,Cochise County,126454,111422,0.118873266
50,4,5,Arizona,Coconino County,138962,91780,0.339531671
50,4,7,Arizona,Gila County,52978,42118,0.204990751
50,4,9,Arizona,Graham County,37860,30838,0.185472795
50,4,11,Arizona,Greenlee County,9577,8703,0.091260311
50,4,12,Arizona,La Paz County,20466,15804,0.227792436
50,4,13,Arizona,Maricopa County,4172905,3502607,0.160631023
50,4,15,Arizona,Mohave County,204574,188638,0.077898462
50,4,17,Arizona,Navajo County,107638,53978,0.498522827
50,4,19,Arizona,Pima County,1009103,861301,0.146468695
50,4,21,Arizona,Pinal County,405614,337108,0.168894565
50,4,23,Arizona,Santa Cruz County,46542,44726,0.039018521
50,4,25,Arizona,Yavapai County,220805,206794,0.063454179
50,4,27,Arizona,Yuma County,205186,187657,0.085429805
50,5,1,Arkansas,Arkansas County,18330,13392,0.269394435
50,5,3,Arkansas,Ashley County,20838,15040,0.278241674
50,5,5,Arkansas,Baxter County,41138,39875,0.030701541
50,5,7,Arkansas,Benton County,251591,225332,0.104371778
50,5,9,Arkansas,Boone County,37119,35713,0.037878176
50,5,11,Arkansas,Bradley County,10999,7543,0.314210383
50,5,13,Arkansas,Calhoun County,5200,3962,0.238076923
50,5,15,Arkansas,Carroll County,27755,26074,0.060565664
50,5,17,Arkansas,Chicot County,10970,4728,0.569006381
50,5,19,Arkansas,Clark County,22513,16488,0.267623151
50,5,21,Arkansas,Clay County,15206,14832,0.024595554
50,5,23,Arkansas,Cleburne County,25355,24539,0.032183001
50,5,25,Arkansas,Cleveland County,8284,7195,0.131458233
50,5,27,Arkansas,Columbia County,24115,14717,0.389715944
50,5,29,Arkansas,Conway County,20936,17822,0.148739014
50,5,31,Arkansas,Craighead County,104457,85422,0.182228094
50,5,33,Arkansas,Crawford County,61904,56664,0.084647196
50,5,35,Arkansas,Crittenden County,49019,22163,0.547869194
50,5,37,Arkansas,Cross County,17255,12894,0.252738337
50,5,39,Arkansas,Dallas County,7530,4228,0.438512616
50,5,41,Arkansas,Desha County,12029,6018,0.499709036
50,5,43,Arkansas,Drew County,18613,12933,0.305163058
50,5,45,Arkansas,Faulkner County,121241,102438,0.1550878
50,5,47,Arkansas,Franklin County,17749,16863,0.049918305
50,5,49,Arkansas,Fulton County,12138,11745,0.032377657
50,5,51,Arkansas,Garland County,97814,85482,0.126076022
50,5,53,Arkansas,Grant County,18016,17098,0.050954707
50,5,55,Arkansas,Greene County,44300,42699,0.036139955
50,5,57,Arkansas,Hempstead County,22085,14658,0.336291601
50,5,59,Arkansas,Hot Spring County,33497,28782,0.140758874
50,5,61,Arkansas,Howard County,13336,10115,0.241526695
50,5,63,Arkansas,Independence County,37035,35049,0.053624949
50,5,65,Arkansas,Izard County,13487,12859,0.046563357
50,5,67,Arkansas,Jackson County,17365,13843,0.202821768
50,5,69,Arkansas,Jefferson County,71872,29599,0.588170637
50,5,71,Arkansas,Johnson County,26094,24255,0.070475971
50,5,73,Arkansas,Lafayette County,7010,4309,0.385306705
50,5,75,Arkansas,Lawrence County,16696,16195,0.030007187
50,5,77,Arkansas,Lee County,9672,4171,0.56875517
50,5,79,Arkansas,Lincoln County,13866,9375,0.323885764
50,5,81,Arkansas,Little River County,12402,9397,0.242299629
50,5,83,Arkansas,Logan County,21729,20270,0.06714529
50,5,85,Arkansas,Lonoke County,71359,64473,0.096497989
50,5,87,Arkansas,Madison County,15705,14886,0.052148997
50,5,89,Arkansas,Marion County,16215,15627,0.03626272
50,5,91,Arkansas,Miller County,43792,31410,0.282745707
50,5,93,Arkansas,Mississippi County,43729,27175,0.378558851
50,5,95,Arkansas,Monroe County,7452,4194,0.437198068
50,5,97,Arkansas,Montgomery County,9027,8551,0.052730697
50,5,99,Arkansas,Nevada County,8508,5642,0.336859426
50,5,101,Arkansas,Newton County,7846,7518,0.041804741
50,5,103,Arkansas,Ouachita County,24316,13848,0.430498437
50,5,105,Arkansas,Perry County,10307,9781,0.051033278
50,5,107,Arkansas,Phillips County,19546,6960,0.643916914
50,5,109,Arkansas,Pike County,10837,10092,0.068745963
50,5,111,Arkansas,Poinsett County,24002,21581,0.100866594
50,5,113,Arkansas,Polk County,20194,19024,0.057938001
50,5,115,Arkansas,Pope County,63608,58727,0.076735631
50,5,117,Arkansas,Prairie County,8299,7151,0.138329919
50,5,119,Arkansas,Pulaski County,393576,230961,0.413173059
50,5,121,Arkansas,Randolph County,17437,16858,0.033205253
50,5,123,Arkansas,St. Francis County,26651,11690,0.561367303
50,5,125,Arkansas,Saline County,116390,104729,0.10018902
50,5,127,Arkansas,Scott County,10561,9618,0.089290787
50,5,129,Arkansas,Searcy County,7835,7458,0.048117422
50,5,131,Arkansas,Sebastian County,127385,105392,0.172649841
50,5,133,Arkansas,Sevier County,17262,15326,0.112153864
50,5,135,Arkansas,Sharp County,16808,16097,0.042301285
50,5,137,Arkansas,Stone County,12386,11953,0.034958824
50,5,139,Arkansas,Union County,40086,25739,0.357905503
50,5,141,Arkansas,Van Buren County,16808,16211,0.035518801
50,5,143,Arkansas,Washington County,224434,195992,0.126727679
50,5,145,Arkansas,White County,78915,72790,0.077615156
50,5,147,Arkansas,Woodruff County,6706,4749,0.291828214
50,5,149,Arkansas,Yell County,21506,20318,0.055240398
50,6,1,California,Alameda County,1634538,837116,0.487857731
50,6,3,California,Alpine County,1077,768,0.286908078
50,6,5,California,Amador County,37031,33567,0.093543248
50,6,7,California,Butte County,224631,194468,0.134277994
50,6,9,California,Calaveras County,44965,41349,0.080418103
50,6,11,California,Colusa County,21231,19415,0.085535302
50,6,13,California,Contra Costa County,1124405,754718,0.328784557
50,6,15,California,Del Norte County,27190,21372,0.213975726
50,6,17,California,El Dorado County,184569,165678,0.102351966
50,6,19,California,Fresno County,969488,748489,0.227954343
50,6,21,California,Glenn County,27753,24931,0.101682701
50,6,23,California,Humboldt County,135102,113208,0.162055336
50,6,25,California,Imperial County,178937,161022,0.100119036
50,6,27,California,Inyo County,18108,14670,0.189860835
50,6,29,California,Kern County,876031,725520,0.17181013
50,6,31,California,Kings County,150085,122336,0.184888563
50,6,33,California,Lake County,64260,56412,0.122128852
50,6,35,California,Lassen County,31256,25531,0.183164832
50,6,37,California,Los Angeles County,10085416,7178248,0.288254644
50,6,39,California,Madera County,153576,132520,0.137104756
50,6,41,California,Marin County,260916,224683,0.138868448
50,6,43,California,Mariposa County,17622,15844,0.100896607
50,6,45,California,Mendocino County,87107,75503,0.133215471
50,6,47,California,Merced County,266353,218902,0.1781508
50,6,49,California,Modoc County,9056,8047,0.111417845
50,6,51,California,Mono County,14077,12791,0.091354692
50,6,53,California,Monterey County,430552,356828,0.17123135
50,6,55,California,Napa County,140862,119513,0.151559683
50,6,57,California,Nevada County,98676,92570,0.061879282
50,6,59,California,Orange County,3149280,2301393,0.269232015
50,6,61,California,Placer County,372841,320100,0.141457082
50,6,63,California,Plumas County,18427,16778,0.089488251
50,6,65,California,Riverside County,2345816,1885991,0.19601921
50,6,67,California,Sacramento County,1493674,960886,0.356696307
50,6,69,California,San Benito County,58216,51637,0.113010169
50,6,71,California,San Bernardino County,2115411,1635008,0.227096767
50,6,73,California,San Diego County,3280850,2498866,0.238347989
50,6,75,California,San Francisco County,863010,465633,0.460454688
50,6,77,California,San Joaquin County,722271,490538,0.320839408
50,6,79,California,San Luis Obispo County,280077,249788,0.10814526
50,6,81,California,San Mateo County,765055,474471,0.379821059
50,6,83,California,Santa Barbara County,442229,379668,0.14146743
50,6,85,California,Santa Clara County,1916285,1063148,0.44520361
50,6,87,California,Santa Cruz County,273503,239763,0.123362449
50,6,89,California,Shasta County,178314,157780,0.115156409
50,6,91,California,Sierra County,2985,2816,0.056616415
50,6,93,California,Siskiyou County,43254,37622,0.130207611
50,6,95,California,Solano County,433409,261910,0.395697828
50,6,97,California,Sonoma County,500863,437873,0.125762933
50,6,99,California,Stanislaus County,533211,448618,0.158648265
50,6,101,California,Sutter County,95282,70458,0.260531895
50,6,103,California,Tehama County,63158,57374,0.091579847
50,6,105,California,Trinity County,13094,11569,0.116465557
50,6,107,California,Tulare County,457161,404271,0.115692283
50,6,109,California,Tuolumne County,53615,48706,0.091560198
50,6,111,California,Ventura County,845802,717136,0.152123074
50,6,113,California,Yolo County,212037,159985,0.245485458
50,6,115,California,Yuba County,74045,58968,0.203619421
50,8,1,Colorado,Adams County,490443,425276,0.132873749
50,8,3,Colorado,Alamosa County,15894,14009,0.118598213
50,8,5,Colorado,Arapahoe County,630984,490342,0.222893132
50,8,7,Colorado,Archuleta County,12387,11462,0.074675063
50,8,9,Colorado,Baca County,3555,3367,0.052883263
50,8,11,Colorado,Bent County,5889,5062,0.140431313
50,8,13,Colorado,Boulder County,318027,288329,0.093382008
50,8,14,Colorado,Broomfield County,64866,57656,0.111152222
50,8,15,Colorado,Chaffee County,18612,17524,0.05845691
50,8,17,Colorado,Cheyenne County,1827,1750,0.042145594
50,8,19,Colorado,Clear Creek County,9244,8772,0.051060147
50,8,21,Colorado,Conejos County,8065,7450,0.076255425
50,8,23,Colorado,Costilla County,3576,3155,0.117729306
50,8,25,Colorado,Crowley County,5628,4682,0.168088131
50,8,27,Colorado,Custer County,4434,4224,0.047361299
50,8,29,Colorado,Delta County,29913,28389,0.050947748
50,8,31,Colorado,Denver County,683285,551894,0.192293113
50,8,33,Colorado,Dolores County,1981,1850,0.066128218
50,8,35,Colorado,Douglas County,322025,293328,0.089114199
50,8,37,Colorado,Eagle County,53865,51135,0.050682261
50,8,39,Colorado,Elbert County,24630,23397,0.050060901
50,8,41,Colorado,El Paso County,674001,564187,0.162928542
50,8,43,Colorado,Fremont County,46282,42351,0.084935828
50,8,45,Colorado,Garfield County,57698,54399,0.057177025
50,8,47,Colorado,Gilpin County,5805,5443,0.062360034
50,8,49,Colorado,Grand County,14726,14109,0.041898683
50,8,51,Colorado,Gunnison County,16104,15185,0.057066567
50,8,53,Colorado,Hinsdale County,764,728,0.047120419
50,8,55,Colorado,Huerfano County,6404,5729,0.105402873
50,8,57,Colorado,Jackson County,1353,1291,0.045824095
50,8,59,Colorado,Jefferson County,564888,520923,0.077829587
50,8,61,Colorado,Kiowa County,1384,1335,0.035404624
50,8,63,Colorado,Kit Carson County,8215,7662,0.067315886
50,8,65,Colorado,Lake County,7442,6980,0.062080086
50,8,67,Colorado,La Plata County,54687,48658,0.110245579
50,8,69,Colorado,Larimer County,333303,310321,0.068952275
50,8,71,Colorado,Las Animas County,14043,12747,0.092287973
50,8,73,Colorado,Lincoln County,5543,5006,0.096878946
50,8,75,Colorado,Logan County,22472,20617,0.08254717
50,8,77,Colorado,Mesa County,148025,139658,0.056524236
50,8,79,Colorado,Mineral County,744,718,0.034946237
50,8,81,Colorado,Moffat County,12939,12302,0.049231007
50,8,83,Colorado,Montezuma County,25716,21363,0.169272049
50,8,85,Colorado,Montrose County,40562,38336,0.054878951
50,8,87,Colorado,Morgan County,28252,25938,0.081905706
50,8,89,Colorado,Otero County,18182,16561,0.089154108
50,8,91,Colorado,Ouray County,4608,4445,0.035373264
50,8,93,Colorado,Park County,16726,15889,0.050041851
50,8,95,Colorado,Phillips County,4327,4170,0.036283799
50,8,97,Colorado,Pitkin County,17940,17095,0.047101449
50,8,99,Colorado,Prowers County,11936,11368,0.047587131
50,8,101,Colorado,Pueblo County,163006,147869,0.092861612
50,8,103,Colorado,Rio Blanco County,6478,6085,0.060666872
50,8,105,Colorado,Rio Grande County,11352,10572,0.068710359
50,8,107,Colorado,Routt County,24360,23418,0.038669951
50,8,109,Colorado,Saguache County,6253,5745,0.081241004
50,8,111,Colorado,San Juan County,689,655,0.04934688
50,8,113,Colorado,San Miguel County,7836,7474,0.046197039
50,8,115,Colorado,Sedgwick County,2373,2254,0.050147493
50,8,117,Colorado,Summit County,30045,28715,0.044266933
50,8,119,Colorado,Teller County,23388,22111,0.05460065
50,8,121,Colorado,Washington County,4786,4640,0.030505641
50,8,123,Colorado,Weld County,285819,265833,0.069925372
50,8,125,Colorado,Yuma County,10037,9749,0.028693833
50,9,1,Connecticut,Fairfield County,944943,752134,0.204042995
50,9,3,Connecticut,Hartford County,896290,685203,0.235511944
50,9,5,Connecticut,Litchfield County,184122,173641,0.056924213
50,9,7,Connecticut,Middlesex County,163724,146455,0.105476289
50,9,9,Connecticut,New Haven County,860186,676111,0.213994415
50,9,11,Connecticut,New London County,269636,226829,0.158758474
50,9,13,Connecticut,Tolland County,151734,136160,0.102640147
50,9,15,Connecticut,Windham County,116487,107950,0.073287148
50,10,1,Delaware,Kent County,173128,117330,0.322293332
50,10,3,Delaware,New Castle County,553488,367875,0.335351444
50,10,5,Delaware,Sussex County,214636,177180,0.174509402
50,11,1,District of Columbia,District of Columbia,675400,298265,0.558387622
50,12,1,Florida,Alachua County,259052,182154,0.296843877
50,12,3,Florida,Baker County,27355,22963,0.160555657
50,12,5,Florida,Bay County,181488,149263,0.177559949
50,12,7,Florida,Bradford County,26748,20834,0.221100643
50,12,9,Florida,Brevard County,565746,474125,0.161947234
50,12,11,Florida,Broward County,1885040,1212488,0.356783941
50,12,13,Florida,Calhoun County,14406,11830,0.178814383
50,12,15,Florida,Charlotte County,172382,156117,0.094354399
50,12,17,Florida,Citrus County,140287,131031,0.065979029
50,12,19,Florida,Clay County,202392,166482,0.177427962
50,12,21,Florida,Collier County,356041,319336,0.10309206
50,12,23,Florida,Columbia County,68222,53344,0.218082144
50,12,27,Florida,DeSoto County,35648,29977,0.159083259
50,12,29,Florida,Dixie County,16353,14438,0.117103895
50,12,31,Florida,Duval County,910578,560809,0.38411756
50,12,33,Florida,Escambia County,309311,215016,0.304854984
50,12,35,Florida,Flagler County,104436,87728,0.159983148
50,12,37,Florida,Franklin County,11707,9673,0.173742206
50,12,39,Florida,Gadsden County,46060,19073,0.585909683
50,12,41,Florida,Gilchrist County,17378,15947,0.082345494
50,12,43,Florida,Glades County,13099,10358,0.209252615
50,12,45,Florida,Gulf County,15929,12526,0.213635508
50,12,47,Florida,Hamilton County,14272,8874,0.378223094
50,12,49,Florida,Hardee County,27177,24036,0.115575671
50,12,51,Florida,Hendry County,39248,32491,0.172161639
50,12,53,Florida,Hernando County,177900,161210,0.093816751
50,12,55,Florida,Highlands County,100137,85824,0.14293418
50,12,57,Florida,Hillsborough County,1364073,1025015,0.248562943
50,12,59,Florida,Holmes County,19273,17315,0.101592902
50,12,61,Florida,Indian River County,147434,128385,0.129203576
50,12,63,Florida,Jackson County,48609,33774,0.305190397
50,12,65,Florida,Jefferson County,14115,8787,0.377470776
50,12,67,Florida,Lafayette County,8724,7217,0.172741862
50,12,69,Florida,Lake County,325154,274517,0.155732361
50,12,71,Florida,Lee County,699644,609455,0.128906987
50,12,73,Florida,Leon County,285904,178390,0.376049303
50,12,75,Florida,Levy County,39601,34647,0.125097851
50,12,77,Florida,Liberty County,8409,6537,0.222618623
50,12,79,Florida,Madison County,18478,10835,0.413627016
50,12,81,Florida,Manatee County,362548,313522,0.135226232
50,12,83,Florida,Marion County,342182,282928,0.173165158
50,12,85,Florida,Martin County,155559,140988,0.09366864
50,12,86,Florida,Miami-Dade County,2659839,2078632,0.218512098
50,12,87,Florida,Monroe County,76648,68743,0.103133806
50,12,89,Florida,Nassau County,77951,70870,0.090839117
50,12,91,Florida,Okaloosa County,197748,161821,0.181680725
50,12,93,Florida,Okeechobee County,39854,34884,0.124705174
50,12,95,Florida,Orange County,1291301,886082,0.313806773
50,12,97,Florida,Osceola County,323736,259225,0.199270393
50,12,99,Florida,Palm Beach County,1424256,1078631,0.242670559
50,12,101,Florida,Pasco County,494895,442089,0.106701422
50,12,103,Florida,Pinellas County,947060,786631,0.16939687
50,12,105,Florida,Polk County,648523,516335,0.203829317
50,12,107,Florida,Putnam County,71939,57907,0.195054143
50,12,109,Florida,St. Johns County,226362,202610,0.104929273
50,12,111,Florida,St. Lucie County,297282,222556,0.251364025
50,12,113,Florida,Santa Rosa County,166226,145323,0.125750484
50,12,115,Florida,Sarasota County,404761,371067,0.083244186
50,12,117,Florida,Seminole County,448318,360404,0.196097413
50,12,119,Florida,Sumter County,117076,105082,0.102446274
50,12,121,Florida,Suwannee County,43677,36520,0.163861987
50,12,123,Florida,Taylor County,22355,16960,0.241333035
50,12,125,Florida,Union County,15265,11390,0.253848673
50,12,127,Florida,Volusia County,516730,436419,0.155421593
50,12,129,Florida,Wakulla County,31523,25974,0.1760302
50,12,131,Florida,Walton County,63066,56602,0.102495798
50,12,133,Florida,Washington County,24552,19754,0.195421962
50,13,1,Georgia,Appling County,18423,14356,0.220756663
50,13,3,Georgia,Atkinson County,8340,6438,0.228057554
50,13,5,Georgia,Bacon County,11231,9074,0.192057697
50,13,7,Georgia,Baker County,3194,1631,0.489355041
50,13,9,Georgia,Baldwin County,45549,24873,0.453928736
50,13,11,Georgia,Banks County,18381,17282,0.059790001
50,13,13,Georgia,Barrow County,74979,61511,0.179623628
50,13,15,Georgia,Bartow County,102043,87425,0.143253334
50,13,17,Georgia,Ben Hill County,17357,10706,0.383188339
50,13,19,Georgia,Berrien County,18991,16436,0.134537412
50,13,21,Georgia,Bibb County,153945,63881,0.585040112
50,13,23,Georgia,Bleckley County,12714,9065,0.28700645
50,13,25,Georgia,Brantley County,18437,17447,0.053696371
50,13,27,Georgia,Brooks County,15670,9660,0.383535418
50,13,29,Georgia,Bryan County,34792,27664,0.204874684
50,13,31,Georgia,Bulloch County,73116,48989,0.329982494
50,13,33,Georgia,Burke County,22632,11200,0.505125486
50,13,35,Georgia,Butts County,23520,16383,0.303443878
50,13,37,Georgia,Calhoun County,6534,2304,0.64738292
50,13,39,Georgia,Camden County,52439,39503,0.246686626
50,13,43,Georgia,Candler County,10873,7897,0.273705509
50,13,45,Georgia,Carroll County,114461,88438,0.227352548
50,13,47,Georgia,Catoosa County,65778,61733,0.061494725
50,13,49,Georgia,Charlton County,13239,8522,0.356295793
50,13,51,Georgia,Chatham County,285959,154846,0.458502792
50,13,53,Georgia,Chattahoochee County,11042,7907,0.283915957
50,13,55,Georgia,Chattooga County,24905,21653,0.13057619
50,13,57,Georgia,Cherokee County,235329,209691,0.108945349
50,13,59,Georgia,Clarke County,123561,80366,0.349584416
50,13,61,Georgia,Clay County,3077,1145,0.627884303
50,13,63,Georgia,Clayton County,272720,58410,0.785824289
50,13,65,Georgia,Clinch County,6826,4722,0.308233226
50,13,67,Georgia,Cobb County,739052,473921,0.358744716
50,13,69,Georgia,Coffee County,42987,29709,0.308884081
50,13,71,Georgia,Colquitt County,45466,33260,0.268464347
50,13,73,Georgia,Columbia County,143837,108353,0.246695913
50,13,75,Georgia,Cook County,17070,12013,0.296250732
50,13,77,Georgia,Coweta County,138145,107388,0.222642875
50,13,79,Georgia,Crawford County,12354,9366,0.241864983
50,13,81,Georgia,Crisp County,22959,12202,0.468530859
50,13,83,Georgia,Dade County,16162,15509,0.040403415
50,13,85,Georgia,Dawson County,23369,22529,0.035945055
50,13,87,Georgia,Decatur County,27049,14857,0.45073755
50,13,89,Georgia,DeKalb County,734434,262892,0.642048162
50,13,91,Georgia,Dodge County,21142,14316,0.32286444
50,13,93,Georgia,Dooly County,14034,6780,0.516887559
50,13,95,Georgia,Dougherty County,91513,25596,0.720302034
50,13,97,Georgia,Douglas County,140173,71152,0.492398679
50,13,99,Georgia,Early County,10462,5034,0.518830052
50,13,101,Georgia,Echols County,4030,3597,0.107444169
50,13,103,Georgia,Effingham County,57076,47250,0.172156423
50,13,105,Georgia,Elbert County,19302,13136,0.319448762
50,13,107,Georgia,Emanuel County,22471,14204,0.3678964
50,13,109,Georgia,Evans County,10690,7014,0.343872778
50,13,111,Georgia,Fannin County,24442,23755,0.028107356
50,13,113,Georgia,Fayette County,110141,77265,0.298490117
50,13,115,Georgia,Floyd County,96186,77941,0.189684569
50,13,117,Georgia,Forsyth County,211250,176973,0.162257988
50,13,119,Georgia,Franklin County,22267,19419,0.127902277
50,13,121,Georgia,Fulton County,1005127,463846,0.538520008
50,13,123,Georgia,Gilmer County,29514,28326,0.040252084
50,13,125,Georgia,Glascock County,3020,2687,0.110264901
50,13,127,Georgia,Glynn County,83311,57753,0.306778217
50,13,129,Georgia,Gordon County,56324,51868,0.079113699
50,13,131,Georgia,Grady County,25089,16823,0.329467097
50,13,133,Georgia,Greene County,16617,10215,0.385268099
50,13,135,Georgia,Gwinnett County,888494,509015,0.427103616
50,13,137,Georgia,Habersham County,43792,39896,0.088966021
50,13,139,Georgia,Hall County,192245,168075,0.125724986
50,13,141,Georgia,Hancock County,8578,2185,0.74527862
50,13,143,Georgia,Haralson County,28702,26583,0.073827608
50,13,145,Georgia,Harris County,33155,26461,0.201900166
50,13,147,Georgia,Hart County,25410,19984,0.213537977
50,13,149,Georgia,Heard County,11556,10047,0.130581516
50,13,151,Georgia,Henry County,216414,112629,0.479566941
50,13,153,Georgia,Houston County,149323,94140,0.36955459
50,13,155,Georgia,Irwin County,9135,6480,0.290640394
50,13,157,Georgia,Jackson County,63418,56463,0.109669179
50,13,159,Georgia,Jasper County,13683,10486,0.233647592
50,13,161,Georgia,Jeff Davis County,15013,12300,0.180710051
50,13,163,Georgia,Jefferson County,15917,7127,0.552239744
50,13,165,Georgia,Jenkins County,8899,4825,0.457804248
50,13,167,Georgia,Johnson County,9708,6263,0.35486197
50,13,169,Georgia,Jones County,28441,20856,0.266692451
50,13,171,Georgia,Lamar County,18236,12217,0.330061417
50,13,173,Georgia,Lanier County,10269,7479,0.271691499
50,13,175,Georgia,Laurens County,47486,28947,0.390409805
50,13,177,Georgia,Lee County,29173,22025,0.245021081
50,13,179,Georgia,Liberty County,61611,30587,0.503546445
50,13,181,Georgia,Lincoln County,7722,5156,0.332297332
50,13,183,Georgia,Long County,17658,11912,0.325404916
50,13,185,Georgia,Lowndes County,113342,66731,0.411242081
